client,SMS Pack,Voix Pack,Data Pack,Choco1,Choco2
626480163,1,1,1,1,0
627987055,1,1,0,0,0
623695467,1,1,0,1,1
621688768,1,0,1,0,0
620727708,0,0,0,0,1
621827725,0,1,0,0,0
626832623,1,0,0,0,0
626944247,0,0,0,1,1
621686862,0,1,0,0,0
629090398,1,1,0,0,1
621180476,1,1,0,1,1
625246483,1,1,1,0,1
624884680,0,1,1,0,1
622192355,1,0,1,0,1
626331184,1,1,0,0,1
620014640,1,1,0,0,0
622218333,0,1,1,0,1
622391484,0,1,1,0,0
623163376,0,1,1,1,1
627034978,1,1,0,0,1
627914132,0,1,0,0,1
623149892,1,0,0,0,0
625362289,0,0,0,1,0
623195377,1,0,1,0,0
624424867,0,0,0,0,0
628620209,0,0,0,1,1
627668545,1,1,0,1,1
623363470,0,1,0,1,0
621578390,1,1,0,1,1
627507330,1,1,1,1,0
629670838,1,0,1,0,0
629703790,0,1,1,1,1
620806418,0,1,0,1,1
628959515,0,1,0,0,1
626904896,1,0,0,0,0
629148323,1,0,1,0,1
628236031,0,1,1,1,0
629298826,0,0,1,1,1
629475802,1,1,1,0,1
622325499,1,1,0,1,0
629738958,1,0,0,1,1
629879700,1,0,0,1,1
625866721,1,1,1,1,1
620961692,0,1,1,1,1
629578941,0,1,1,1,1
621911018,1,1,1,1,0
623963698,1,0,0,1,1
625641793,1,1,0,1,0
627663942,1,0,1,0,0
628812032,0,0,0,1,0
628498320,0,1,0,0,1
620696643,0,0,1,1,1
629622017,1,0,1,0,0
623356213,0,1,1,0,0
629105453,0,1,1,0,1
626825653,0,0,0,1,1
624628735,0,1,0,0,0
624837811,1,0,0,1,1
629293137,1,0,0,0,1
621588530,1,0,0,0,0
627650598,0,1,1,1,0
623058695,0,1,0,1,1
629943309,1,0,0,1,1
621108967,1,0,0,0,1
627154357,1,0,1,1,1
626052201,0,0,1,0,1
628354452,1,0,0,1,1
626074220,0,0,1,1,1
629196375,1,0,1,0,0
628282475,0,1,1,0,1
621305423,1,1,1,0,1
624552071,1,0,0,1,0
621637751,0,1,1,0,0
625843979,0,0,1,0,1
624543756,0,1,1,1,0
621434205,1,0,0,1,0
626006999,1,1,1,1,1
627826273,0,1,0,0,0
621670548,1,1,0,1,1
628825186,1,1,1,0,1
629025940,1,1,0,0,1
623531471,1,0,0,1,0
625812746,1,0,1,0,1
629374596,1,1,1,0,1
626197002,1,1,1,0,1
623544405,0,0,1,1,0
623372807,1,1,1,1,1
620871846,1,0,0,1,0
625970730,1,0,0,1,1
625619285,0,1,1,1,0
627846395,0,0,0,1,0
628006241,0,1,0,1,0
625856487,1,1,1,1,0
623717855,0,0,0,1,0
624394008,0,1,0,0,0
628285503,0,1,0,1,0
624591503,1,1,0,1,1
620474330,0,0,0,1,0
622494782,1,0,1,0,0
625165523,0,0,0,0,1
626042847,1,1,1,1,1
623858243,0,1,1,1,1
627148581,1,1,1,0,1
629853450,0,0,1,0,1
623067173,0,1,1,1,0
629812056,0,1,1,1,1
629992893,0,1,1,0,0
621018323,1,0,0,0,1
623808995,1,1,0,1,0
625441481,1,0,1,0,1
627178540,1,0,0,0,0
621494446,1,1,1,0,1
625275343,0,0,1,1,1
626204812,0,0,1,0,1
626856721,1,1,0,0,1
620243533,1,1,1,1,1
626571795,1,0,1,0,0
628842574,1,1,0,1,0
629058565,0,1,0,1,1
625822273,1,0,1,0,0
622823724,1,0,1,1,0
620741478,0,0,1,0,0
623419850,0,0,1,1,0
621503512,0,1,1,0,1
628450060,1,1,0,0,0
628380655,1,1,1,1,0
621254470,0,0,0,0,0
627016491,1,0,0,1,0
629671138,1,0,0,0,0
628054544,1,1,1,0,1
621914474,1,0,0,0,0
629851454,1,1,1,0,0
628244052,1,1,1,0,1
629604337,1,0,0,0,0
628338797,1,0,1,1,1
625851678,1,0,0,0,0
624929699,1,0,0,0,0
623354682,1,1,1,0,0
627111794,1,0,1,1,0
620030518,0,0,1,0,0
621159902,1,1,0,1,1
625694457,1,0,1,1,1
621634212,0,0,0,1,0
620905089,1,0,1,0,0
626275922,0,1,1,0,1
626583029,1,0,0,1,1
621659117,1,0,1,1,1
628202322,0,1,0,1,0
625085281,0,0,1,0,1
620286185,1,1,0,1,1
626395342,0,0,0,0,0
625954506,0,0,1,1,1
625242986,0,1,0,1,1
623559527,0,1,0,0,1
626664647,0,0,0,1,1
629703547,0,0,1,0,0
627723621,0,1,0,0,0
624268236,1,0,1,1,0
624389408,0,1,0,0,1
620825959,0,1,0,1,1
626738639,0,0,1,1,1
624364797,0,1,0,0,1
627181115,0,0,1,0,0
622070202,0,0,1,1,1
622007539,0,1,0,1,1
627645795,0,1,1,1,1
628645240,1,1,0,0,0
621446395,0,1,0,1,0
629908678,1,1,0,0,1
620050212,1,1,0,0,1
626778894,1,1,1,0,1
622539728,1,0,0,0,1
623240072,1,1,0,0,1
629295991,0,1,1,0,0
622557829,0,1,1,1,1
621754142,1,0,1,1,0
629891751,1,0,1,1,1
628957659,0,0,1,1,1
622048765,0,0,1,1,1
620650457,1,1,0,0,0
623946158,1,1,1,0,1
621252055,0,1,0,0,1
629963799,1,1,0,1,0
622247325,0,1,0,0,0
628666455,1,0,1,1,0
625718577,1,1,1,1,0
621176208,1,1,0,1,0
625372637,0,0,0,0,0
621462633,0,1,1,1,1
628300500,1,1,0,1,0
626974711,1,1,1,0,0
629191366,1,1,0,1,1
620100296,1,1,1,0,1
625016408,1,0,1,0,0
623078341,0,1,0,0,1
623811928,1,0,1,1,0
625350802,1,0,1,1,1
627146755,1,0,1,1,1
629893662,0,0,1,0,1
626246107,0,0,1,1,1
626530264,1,1,1,1,0
625308062,1,1,1,0,0
623380856,0,1,1,1,1
621336533,1,0,0,0,1
623523211,0,0,0,0,0
623294443,1,1,1,1,1
622472330,1,0,0,1,1
626695478,1,1,0,0,1
621957907,1,0,0,0,0
620621508,0,1,1,1,0
625466818,1,0,1,1,1
621915067,1,0,1,1,0
625767446,0,0,0,1,1
629046128,0,1,0,1,0
625153730,1,1,1,0,0
626209838,0,0,0,1,1
624264399,1,1,1,1,1
627673225,1,1,0,1,0
625642022,0,0,1,0,0
624825723,0,0,1,0,0
629074249,1,0,1,0,1
626954786,1,1,0,0,1
627011255,0,1,0,0,0
627416980,0,0,1,1,1
622737747,0,0,1,0,0
620296378,0,1,1,0,0
629818496,0,0,1,1,0
623211360,0,1,0,0,0
626847263,1,0,1,1,0
629267763,0,0,1,0,1
626799319,0,1,1,1,0
628534474,0,1,1,0,0
628223279,1,0,0,1,0
622138296,1,1,1,0,0
621123641,0,1,1,0,1
620507946,0,1,1,1,1
629709189,1,1,1,0,1
625023832,0,0,1,0,1
627498715,1,1,0,0,1
627121602,0,1,0,0,0
627014402,1,0,1,1,1
623762650,0,0,0,0,0
627567014,0,1,1,0,1
621866933,0,1,0,0,0
626216170,0,1,1,1,0
626785943,0,1,1,1,1
620306755,1,0,0,1,0
625986075,0,1,1,1,1
621949547,0,0,1,1,1
626240033,1,0,1,0,1
623576562,0,0,0,1,1
629098839,1,0,1,0,0
621505599,0,1,0,1,0
623375387,1,1,1,1,0
628257844,0,1,1,0,1
627007182,1,1,1,1,1
623982228,0,0,0,1,0
629793715,1,0,0,0,0
623426942,0,0,1,0,0
629650752,0,0,1,0,1
623953417,1,0,1,0,0
623306716,1,0,1,1,1
626517725,0,0,0,0,0
627731609,1,0,1,1,0
625117991,1,1,0,0,1
628264837,0,1,1,1,1
625268811,0,0,0,0,0
625675829,1,0,0,1,0
625448504,1,0,1,0,0
621152908,0,1,1,0,1
620021452,0,0,1,1,0
629969832,1,0,1,0,1
625833808,0,1,0,0,0
624759318,0,0,0,1,1
629672435,0,0,0,1,0
625019940,1,0,0,1,1
624644379,0,0,1,0,1
627077903,0,1,0,0,1
621475156,0,0,0,1,1
624822695,0,1,0,0,0
621594909,0,1,0,1,1
628978813,0,0,1,1,0
623598091,1,0,0,0,0
621588324,1,1,0,1,1
620058913,1,0,1,1,0
626289135,0,0,0,1,1
629375501,0,1,1,1,0
628620983,1,0,1,0,0
624386100,1,1,0,1,1
621296741,1,0,1,0,1
629669846,0,1,1,0,1
628213837,1,1,1,0,0
624514635,0,0,0,0,1
626384103,1,0,0,1,0
623897824,0,1,0,0,0
620386723,0,1,1,0,0
620260761,0,1,0,0,1
623062608,1,1,1,0,0
621404709,1,0,0,0,0
620922454,0,1,0,0,1
621876839,1,0,1,1,1
625864562,0,1,0,1,0
627550481,0,1,0,0,1
626259433,0,1,1,1,0
622977972,1,1,1,1,0
628013443,0,1,0,1,1
624618953,1,0,1,0,1
628843820,1,1,1,1,0
623118988,1,0,0,1,1
624946478,1,0,0,0,0
629116990,1,1,0,0,0
623428408,0,0,1,0,0
621745178,1,1,0,1,0
629344756,1,0,0,1,1
623194788,1,1,1,0,0
628703157,0,0,1,1,0
622273410,1,0,0,0,1
625696430,1,1,1,1,1
621826301,1,0,1,1,0
621292716,0,0,1,1,0
622448725,1,1,1,1,0
627476285,0,1,0,0,1
628388059,0,0,0,1,0
627306132,1,0,0,1,0
625276974,0,0,1,0,1
628144770,1,0,1,0,0
628618330,1,0,1,1,0
628842519,1,1,0,0,1
625625134,0,1,0,1,0
629692204,1,1,0,1,0
628803848,0,0,1,0,1
625232361,1,0,1,1,0
625384927,0,1,1,1,1
626066234,1,1,1,1,1
629837776,0,0,1,1,1
622970592,1,1,1,0,1
626587455,0,0,0,1,1
622636797,0,1,0,1,0
624766354,0,1,1,1,1
623683522,0,0,1,0,1
623358210,0,0,0,1,1
625559524,1,1,1,1,0
625210131,0,0,0,0,1
622699099,1,1,1,0,1
623637983,1,0,0,0,0
621357024,1,0,1,1,0
629969579,1,0,1,1,1
625356371,0,1,0,0,1
629355242,0,1,0,1,0
629519646,1,1,1,0,1
629123409,1,1,0,1,0
625879466,1,0,0,1,0
626365915,1,1,1,1,1
622255564,0,0,0,1,1
622767501,0,0,0,0,0
627340325,1,0,1,0,1
627593908,1,1,0,0,0
620623414,0,1,1,1,1
627121201,0,1,1,0,1
625975386,1,0,0,1,1
622150591,1,0,0,0,1
625754725,0,1,0,0,1
623595804,1,1,0,1,0
623079638,1,1,1,1,0
622702174,0,0,0,0,1
621577641,1,0,1,0,0
621553402,0,0,1,0,1
628341689,1,1,1,1,1
621619647,0,1,0,0,1
628554853,1,0,0,0,1
620275164,1,0,1,0,1
623158138,1,1,0,1,1
624669977,0,1,1,1,0
623034702,1,1,1,0,1
629494522,1,0,1,1,0
620923705,1,1,1,0,1
622061766,0,1,1,0,1
622568764,0,1,1,0,0
621820138,0,0,0,0,0
628218941,0,1,1,0,1
625341638,0,1,0,0,1
626524931,1,0,1,1,0
621822771,1,1,0,1,0
620032407,1,0,0,0,0
628896585,1,0,1,0,0
628008168,0,1,0,1,0
628504638,0,0,0,0,1
628537139,1,1,1,1,1
623865941,1,1,0,1,0
623094252,1,0,0,0,0
623986482,0,0,0,1,1
627836659,0,1,1,1,0
624136122,1,0,1,0,1
626539423,1,0,1,0,1
624074494,0,0,1,0,1
623044570,1,0,0,1,1
624222812,0,1,1,1,0
620857606,1,0,0,1,0
621551441,1,1,0,0,1
620570650,1,1,0,0,0
621481768,0,1,0,0,1
621962914,0,1,1,1,0
623680208,0,1,1,1,0
629638012,0,1,1,0,1
626559429,1,0,0,1,0
629823487,1,1,1,0,1
624455754,1,1,1,1,0
625197112,1,1,1,1,1
620682516,1,1,1,1,0
622316923,0,1,0,0,0
625514320,0,1,1,1,0
625596600,1,1,0,1,0
626728862,1,0,0,0,0
629350091,1,1,1,1,0
627553476,1,0,0,1,1
627707597,1,1,0,0,1
629103426,1,0,0,1,1
623483706,1,1,0,0,0
621000554,1,0,0,0,0
627907498,0,1,0,0,0
629664545,0,1,0,1,0
628100179,0,0,1,0,1
627305124,1,0,0,0,1
623712719,1,0,0,0,0
625602648,1,1,0,0,1
622452307,0,1,0,0,0
625220243,1,0,0,1,0
622261811,0,0,0,1,0
620334268,1,0,1,0,1
626252989,0,0,0,1,0
621976890,1,0,1,1,1
625290286,1,0,1,0,0
622856168,1,0,0,0,0
625074682,0,1,1,0,1
625659143,1,0,1,1,1
628450819,1,0,0,1,0
629597959,0,0,1,0,1
623091562,1,1,0,1,0
629584762,1,0,1,0,0
622873209,0,1,1,1,1
620368263,1,1,0,0,0
626273675,0,0,0,0,0
626666227,1,0,1,1,0
620165009,1,1,0,0,0
628665185,1,0,0,1,0
623784962,0,0,1,1,0
629375688,1,1,0,1,1
625715070,1,0,1,1,1
622208137,1,1,1,0,1
628383502,1,1,1,0,1
627550850,0,1,0,1,1
621331418,0,0,0,0,1
626691908,0,0,0,0,0
622663209,0,1,0,0,1
623627611,0,0,1,1,0
624549411,1,0,0,1,1
621661269,0,0,1,0,0
627471047,0,1,0,1,0
620364146,0,1,0,1,1
623665089,0,0,1,0,0
629230533,0,1,1,1,1
622198005,0,1,0,0,0
627301448,0,1,0,1,0
621370632,1,0,1,0,1
627435425,0,1,0,1,1
622789395,0,0,1,1,0
624511660,0,1,1,0,1
622037308,1,1,0,1,0
620010346,0,1,0,1,1
620650058,1,1,0,0,1
620201706,0,0,0,1,1
624481025,1,1,1,1,0
624840848,1,1,0,1,1
625290288,1,1,1,1,1
625320757,0,1,0,1,0
624956633,1,1,1,0,0
625961754,0,0,1,1,0
628581163,1,1,0,1,0
620168106,0,0,1,0,1
620640155,1,0,1,1,1
627887726,0,0,0,0,0
626167394,1,1,1,1,1
620865298,0,1,0,0,1
625850131,0,1,0,1,1
627789538,1,0,0,1,0
625136425,1,0,0,0,0
624136990,1,1,1,0,0
629514763,0,1,1,0,1
620288582,1,1,1,0,1
620639636,0,0,1,0,1
626646876,0,1,0,1,0
620423035,1,0,1,0,0
620063678,0,0,1,0,0
623643096,0,0,0,1,1
624951394,1,0,1,1,0
628282590,1,1,0,1,1
628947027,0,0,0,0,0
624016121,1,0,0,1,0
625147367,0,0,0,0,1
627455384,0,1,1,0,0
627220216,1,1,0,0,0
622294130,0,1,1,1,0
624888926,1,1,1,0,0
627125138,1,0,1,1,0
627458862,0,1,0,1,1
626657850,0,1,1,1,0
622055358,1,1,1,0,1
624864740,1,0,0,0,1
628517248,0,1,1,0,0
628770389,0,0,1,0,1
627251113,1,1,1,0,1
627624601,0,0,0,1,0
622550974,0,0,1,1,0
626975493,0,1,1,0,0
626551667,1,0,0,1,0
627475398,1,0,1,0,0
627428378,0,1,0,0,1
629282045,0,0,1,1,0
624684317,0,1,0,0,0
626204028,1,1,1,0,1
627876254,1,1,0,0,1
628448568,0,1,1,1,1
625417725,1,0,1,1,1
621894881,0,1,1,0,0
621353542,0,1,1,0,0
626871549,1,0,1,1,0
629283986,0,1,0,0,0
620572998,1,1,1,0,1
620329716,1,1,0,1,0
623844441,0,0,0,1,0
626424705,0,1,0,1,1
621626709,0,0,0,0,1
620071857,0,1,0,1,0
624121071,1,0,0,1,0
626377838,0,1,0,1,0
620255565,0,1,1,1,0
624781762,0,1,0,0,1
624688848,1,0,0,0,0
622505752,0,1,1,1,1
627487661,1,0,1,1,0
621354428,0,1,1,1,0
629904010,1,0,1,1,0
620791537,1,1,0,0,0
624632628,1,1,0,1,0
623543052,0,0,0,0,0
620118936,0,0,0,1,1
627346784,0,0,0,1,1
629431081,0,1,1,0,0
625370242,0,0,0,0,0
623515354,1,0,1,1,0
628275217,1,0,0,0,0
628028150,1,1,0,0,1
628230068,1,0,1,1,0
622057666,0,0,0,1,0
624094137,1,0,0,1,0
622901778,0,1,1,0,1
621002013,0,1,0,1,1
626949177,1,1,0,0,1
621784271,0,1,0,0,0
628833959,0,1,0,0,0
626781576,1,0,0,0,0
622426198,0,1,0,1,0
624267359,0,1,1,0,1
626528615,0,0,0,1,0
625576716,0,1,1,0,1
621880232,1,0,0,0,1
624053862,0,1,0,1,0
624326874,1,0,1,1,0
621529367,0,0,1,0,1
624467710,0,1,1,1,1
622197541,1,1,0,1,0
620762676,1,1,1,0,1
627385032,0,0,0,0,0
620148807,1,1,0,1,1
626104911,1,1,1,1,0
623272084,1,0,1,1,0
624908484,1,0,1,1,1
628000345,1,0,0,1,1
626599469,0,0,0,0,1
623934201,0,1,0,1,0
622820806,0,0,1,0,0
620230625,1,1,0,1,1
622534060,1,0,0,1,0
629289136,1,0,0,0,1
621295396,0,0,1,1,0
629381315,1,0,0,0,0
625534905,1,0,0,0,1
627926505,1,1,0,0,0
627727618,0,1,0,0,1
622768877,1,1,1,0,0
628524751,1,1,1,0,1
622430805,1,0,0,1,1
627874415,1,1,1,1,1
624935211,0,1,1,0,1
622851014,0,0,1,0,0
628227711,0,0,0,0,0
629747403,0,0,1,0,0
628674648,1,1,1,0,0
629732917,0,0,1,0,0
621566330,1,0,0,1,1
626944721,0,0,1,1,1
623333279,0,1,0,1,0
629611780,0,0,0,1,1
627356637,1,1,1,1,0
626810037,1,0,0,0,0
624872462,1,0,0,1,1
625243130,0,0,1,1,0
621894013,0,0,0,0,1
626499808,1,0,0,1,0
629231332,0,1,1,0,1
624534987,0,0,0,1,0
620192920,1,0,1,0,1
625068813,1,0,0,0,0
620374255,1,1,1,0,1
622681600,0,0,0,0,0
624159328,1,0,1,1,0
629402963,0,1,1,0,1
623663020,0,1,0,1,0
621557388,1,1,1,0,1
628272132,0,0,1,0,1
626604465,0,1,1,1,1
628009249,1,0,1,0,0
627146695,1,0,0,1,0
621178385,1,1,1,0,0
624303930,1,1,0,1,0
628035898,1,1,1,1,0
621213079,1,0,1,1,0
624919384,0,1,0,1,1
628462072,1,0,1,1,1
627800203,0,1,1,1,0
621463366,1,0,0,1,0
624790447,1,0,1,1,1
620474918,1,1,1,1,0
628944847,0,0,0,0,0
628937771,0,0,0,1,0
626845328,1,1,0,1,1
623179709,1,1,0,0,0
625900506,0,1,0,1,0
622811823,0,1,1,0,0
625914842,0,1,1,0,1
625572386,1,1,1,1,1
620369415,0,0,0,0,1
621412377,1,1,0,1,0
624028940,0,1,0,0,1
626603784,1,1,1,0,0
628906070,1,1,0,0,1
626818593,0,1,1,0,1
626289275,1,1,0,0,1
629059218,0,0,0,1,0
626055573,0,0,1,1,1
624483309,1,0,1,1,0
628017854,1,1,1,1,1
629912799,0,1,0,1,0
626250658,1,1,0,0,1
620750711,0,1,0,0,1
626141361,0,1,1,0,0
622200020,1,0,0,1,0
625427614,1,0,0,0,0
627416225,1,1,1,1,0
625789713,0,0,1,1,0
621777739,0,1,1,0,1
624651946,1,1,1,1,0
629723517,1,1,0,1,1
621382282,1,0,0,1,1
629453534,1,0,0,0,1
628082927,1,1,0,0,1
624558074,0,1,0,0,1
628839556,1,1,1,0,0
621687270,0,1,1,0,0
621678547,0,1,1,0,0
623434881,1,1,1,1,1
629470030,0,1,0,1,0
623784864,0,0,1,1,1
620911798,1,0,1,0,0
628157835,0,0,1,1,1
623341569,0,1,0,0,0
621895726,0,1,0,1,0
621363418,0,1,0,0,1
625984701,0,1,0,0,1
626860425,0,1,1,1,1
627584235,1,1,0,0,0
621834135,1,1,1,0,1
629273289,1,0,0,1,1
629642015,1,1,1,0,1
622520312,1,0,0,1,0
625983416,1,0,0,0,1
620880402,1,0,1,0,1
626315948,1,1,1,1,0
625972228,1,0,0,1,1
628557852,1,1,0,1,1
621423025,0,0,0,1,0
626346798,1,1,1,0,1
622311156,1,1,0,0,1
627716881,1,0,0,1,0
624990219,1,0,0,1,1
629870815,0,0,0,1,1
623615210,1,0,0,0,0
627457924,1,1,0,1,1
621657934,1,0,1,0,0
624262893,0,0,1,0,1
624657163,1,1,1,0,0
621150816,0,0,0,0,0
625945186,1,0,1,0,1
623991245,0,0,1,1,0
620809303,1,0,1,0,0
627579823,1,0,1,0,1
625090196,1,0,0,0,1
620643213,1,1,1,0,1
625277073,1,1,1,1,0
621885852,0,1,0,1,0
624719062,1,1,1,1,1
629450864,0,1,1,0,0
626316764,1,0,1,0,0
624957823,1,1,0,0,1
620798299,1,0,0,0,1
628111193,1,0,0,1,1
625025993,0,1,0,1,1
629418311,1,0,0,0,1
623232765,0,1,1,1,1
629500914,0,0,1,1,1
626191927,1,0,0,1,1
624893768,0,0,0,0,0
623386961,0,1,0,1,1
621226555,1,0,0,1,0
623360607,0,0,0,0,1
627946328,1,0,0,1,0
624919768,0,1,0,0,1
628746019,1,1,0,0,0
629740818,1,0,1,1,1
625549023,0,1,0,0,0
626178112,0,1,1,0,1
620704746,1,1,0,0,1
625440270,0,1,1,1,1
620618369,1,1,1,1,1
624537089,1,1,1,0,0
623054811,1,0,0,0,1
623626404,1,0,1,0,0
621640502,0,0,0,1,1
624865306,0,0,0,0,0
629904647,0,1,1,1,1
626326639,0,1,0,0,1
622535329,1,0,1,0,1
622275906,0,0,0,0,0
621050197,0,1,1,1,1
622398964,1,1,1,1,0
626224655,0,1,0,1,0
623944962,0,1,1,0,1
624329142,1,1,0,0,1
626185825,0,0,0,1,0
621450693,0,0,0,0,0
624019892,1,1,1,0,0
622969538,1,0,0,0,1
621703289,1,0,0,1,1
627849961,1,1,1,0,1
621907706,0,1,1,1,1
623536502,0,0,1,1,1
623565757,1,1,1,0,0
625749969,1,1,0,0,1
629478761,0,0,1,0,0
629634023,0,1,0,1,1
621814193,0,1,0,0,0
621913525,0,1,0,0,1
627363129,0,0,0,0,0
620052353,0,1,0,1,1
623805037,0,1,0,1,1
626440842,1,1,0,1,1
627478096,1,1,0,0,1
629652967,0,0,1,1,0
623240743,1,0,1,1,1
626651514,1,0,0,1,1
625987350,1,1,0,0,0
628803548,0,1,0,1,1
626086642,1,0,0,0,0
625248251,0,1,1,0,0
627234538,0,1,0,0,0
627737700,1,1,1,1,1
625719997,1,1,1,1,1
623843270,0,0,0,1,0
627632619,0,0,1,0,0
626351942,0,0,0,1,1
620269328,0,0,1,0,0
624507440,0,1,0,1,0
623280543,1,0,0,0,1
628137184,0,0,0,0,1
620475368,0,1,0,0,1
627592651,1,0,0,0,0
626092157,0,0,1,1,0
627467848,0,1,0,1,1
620780276,0,1,1,1,1
629991567,1,0,0,0,1
623262485,1,0,1,1,1
621793569,1,1,1,1,1
623252165,0,0,0,1,1
624179267,1,1,1,1,1
621028872,0,1,0,1,1
621191538,0,0,0,1,1
626311743,1,1,0,0,1
626061546,1,0,0,1,0
624904679,1,0,1,1,0
626828281,0,0,1,1,1
621388245,1,0,1,1,0
628192414,1,0,0,0,0
626867579,0,0,0,0,0
622571069,0,1,1,1,0
627751867,1,0,0,1,1
623925747,1,0,0,0,1
623959857,1,0,1,1,1
623374729,1,1,1,0,0
629055451,1,1,1,1,1
624692064,0,1,0,0,1
624588033,0,0,1,1,1
627214897,1,1,0,1,0
626917968,1,1,0,0,1
622316310,1,1,0,1,0
629140632,0,1,0,0,1
625209288,1,1,0,1,1
622625020,0,0,0,1,1
627279813,0,1,1,1,0
626966518,1,0,0,0,1
622331218,0,1,0,1,1
624152726,0,0,1,1,0
624890770,0,0,1,1,0
621764524,1,0,0,1,1
625709303,0,1,0,0,1
622075514,0,0,1,1,1
620376477,1,0,1,1,0
625556892,1,0,1,1,1
623931050,0,0,1,0,0
628519066,1,0,1,0,1
628697185,0,0,0,1,0
629516851,0,1,1,1,1
627419891,1,1,1,0,0
623425481,1,0,1,0,1
622001363,0,0,1,0,1
623162990,1,0,1,0,0
628817566,0,1,1,1,0
628480090,0,0,1,0,0
622253146,1,1,1,1,1
622879937,0,1,0,0,0
624199464,1,1,1,0,0
621784288,1,1,0,1,0
623984505,0,1,1,1,0
623395999,0,0,1,0,0
620893504,1,1,1,0,0
629281477,1,1,0,1,1
624501292,0,1,1,0,1
623830102,0,0,0,0,1
621572209,1,1,0,0,1
628115221,0,0,0,0,0
627470310,1,1,0,1,0
625721562,1,0,1,0,1
621461010,0,1,1,1,0
623091144,0,0,1,1,0
623332048,1,0,0,0,1
623916902,1,1,0,0,1
626428550,1,1,0,0,1
628263171,0,1,1,0,1
622788705,0,1,0,0,0
625385496,0,0,1,1,1
624109897,0,1,0,1,0
627219031,1,0,0,1,0
622656443,1,1,0,1,0
622462665,0,1,0,1,1
626448947,1,1,0,0,1
627281401,1,0,0,1,1
623955648,0,0,0,1,1
628551365,1,0,0,0,0
624636583,0,1,1,0,1
623144337,1,1,0,0,0
627101208,0,1,1,1,0
628054126,1,1,0,0,0
622812583,1,1,1,1,0
627027780,0,1,0,1,1
622160962,1,1,0,1,1
622976983,0,0,1,1,0
620982609,0,0,0,0,0
620160185,0,0,0,1,1
622325604,1,0,1,0,0
626031683,0,1,1,1,0
623456832,0,1,1,1,0
620537033,1,1,0,0,1
623870657,0,0,1,1,0
623900784,0,1,1,0,0
623321824,0,1,1,0,0
622712246,1,0,0,0,0
620799093,1,1,1,0,0
622550447,1,1,0,0,1
622916074,0,0,1,1,0
626102365,1,0,1,0,1
624263578,0,1,0,1,0
622114376,1,1,0,1,0
626125472,0,0,0,1,0
628219866,1,0,1,1,0
622532603,0,0,0,0,0
628490365,0,0,0,1,0
624455743,1,1,0,0,0
628189032,1,0,1,0,1
627219154,1,1,0,1,0
624731989,0,0,1,1,0
628995886,0,0,0,0,1
627847814,0,1,0,1,1
622321724,0,0,0,0,0
629585295,1,1,0,1,1
624482279,1,1,0,0,1
621182940,1,1,0,0,1
628971935,1,0,1,0,1
629878106,0,0,0,1,0
623391263,1,1,0,1,1
623768204,0,0,1,1,1
624756032,1,1,0,0,1
621603382,1,0,0,1,1
627792776,0,0,1,1,1
629996942,0,0,1,0,1
622177453,1,1,0,0,1
620016317,1,1,1,1,0
627114947,1,1,1,0,1
629049005,1,1,1,0,0
625319722,0,0,1,0,0
629870795,1,0,1,0,1
622492914,1,0,0,1,0
628889964,0,1,0,0,1
623620420,1,1,0,0,1
627100747,0,1,0,1,0
620150417,0,0,1,0,1
627490889,1,1,0,1,1
624399408,1,0,1,0,1
620790588,0,0,1,0,1
622925843,1,0,1,0,0
629914057,1,1,1,0,1
626767406,1,1,1,0,1
624390667,0,1,1,1,0
628289231,1,1,0,0,0
623477615,0,1,1,0,0
626293908,0,0,0,0,1
626069598,0,1,0,1,1
626178071,1,0,0,1,0
629445450,0,1,1,0,0
620951924,1,1,0,1,1
627530126,0,0,0,1,1
620762124,1,0,0,1,0
627790924,1,1,0,0,1
623386099,1,0,1,1,0
628266282,0,1,1,1,0
625926749,0,1,1,1,0
621863809,0,0,1,0,1
622840348,1,1,0,0,1
621424948,0,1,0,0,0
628625175,1,0,0,0,1
620671450,1,0,0,1,1
625095709,1,0,1,0,0
628374773,0,1,0,0,1
628991094,0,1,0,1,1
623190865,1,0,1,1,0
626027883,0,0,0,1,0
624890880,1,0,1,1,1
628664038,1,1,1,1,1
623539090,1,1,1,1,1
623780639,1,0,0,1,1
621745798,0,1,0,1,0
623915155,0,0,1,1,0
620006055,0,0,1,0,0
624425183,0,1,0,0,0
624256833,1,0,0,1,0
620026267,1,0,0,0,1
627838556,1,0,1,1,1
624662609,1,0,1,1,0
629888288,1,0,1,0,1
622994514,1,1,1,0,0
626243182,0,0,1,0,0
623319736,1,1,1,0,0
628870556,1,0,1,0,1
621745891,1,1,0,0,0
620101366,0,1,0,0,0
623733173,1,0,0,0,0
622586455,0,0,0,0,0
621423493,0,1,1,1,0
629165764,1,1,0,0,0
620428645,0,0,1,0,0
627040861,1,0,0,0,0
626491634,1,1,0,1,0
622098480,1,1,0,0,0
626786086,1,1,1,0,0
627133194,1,1,1,1,1
628672557,1,1,0,0,1
623588572,0,1,1,0,1
622696963,0,0,1,0,0
622813285,0,1,0,0,1
626417718,0,0,0,0,0
623832878,1,1,0,1,1
620310702,0,0,1,0,0
627595343,1,0,1,0,0
625929944,1,0,0,0,0
625181995,0,0,0,0,1
623401564,0,0,0,1,0
629634105,1,0,1,0,0
622143235,1,1,1,0,1
629003348,1,1,1,0,0
